"Station number","River","Location","Catchment area","Year opened","Year closed","Peak flow data","Daily data","Live data","SPRHOST (%)"
"40007","Medway","Chafford / Colliers Land Bridge","255","1960","","Yes","Yes","No","42"
"40008","Great Stour","Wye","230","1962","","Yes","Yes","Yes","28"
"40009","Teise","Stonebridge","136","1961","","Yes","Yes","Yes","43"
"40010","Eden","Penshurst / Vexour Bridge","224","1961","","Yes","Yes","Yes","41"
"40011","Great Stour","Horton","345","1964","","Yes","Yes","Yes","25"
"40012","Darent","Hawley","191","1963","","Yes","Yes","Yes","16"
"40013","Darent","Otford","101","1969","","Yes","Yes","No","18"
"40014","Wingham","Durlock","38","1969","2007","No","Yes","No","20"
"40015","White Drain","Fairbrook Farm","32","1969","2009","No","Yes","No","32"
"40016","Cray","Crayford","120","1969","","Yes","Yes","Yes","15"
"40017","Dudwell","Burwash","28","1969","","Yes","Yes","Yes","44"
"40018","Darent","Lullingstone","118","1968","","Yes","Yes","Yes","17"
"40020","Eridge Stream","Hendal Bridge","54","1973","","No","Yes","Yes","43"
"40021","Hexden Channel","Hopemill Bridge Sandhurst","32","1973","","No","Yes","No","44"
"40022","Great Stour","Chart Leacon","73","1967","","Yes","Yes","No","23"
"40023","East Stour","South Willesborough","59","1979","","No","Yes","Yes","29"
"40024","Bartley Mill St","Bartley Mill","25","1958","","No","Yes","No","43"
"40025","Brede","Brede Pumping Station","46","1980","","No","Yes","Yes","42"
"40027","Sarre Penn","Calcott","19","1975","","No","Yes","No","45"
"40029","Len","Lenside","70","1975","","No","Yes","No","21"
"40033","Dour","Crabble Mill","50","1976","","Yes","Yes","Yes","23"
"41001","Nunningham Stream","Tilley Bridge","17","1950","","No","Yes","No","45"
"41002","Ash Bourne","Hammer Wood Bridge","18","1951","","No","Yes","No","44"
"41003","Cuckmere","Sherman Bridge","135","1959","","No","Yes","Yes","44"
"41004","Ouse","Barcombe Mills","396","1956","","No","Yes","No","42"
"41005","Ouse","Gold Bridge","181","1960","","Yes","Yes","Yes","41"
"41006","Uck","Isfield","88","1964","","Yes","Yes","No","43"
"41009","Rother","Hardham","346","1959","","No","Yes","Yes","27"
"41010","Adur W Branch","Hatterell Bridge","109","1961","2005","No","Yes","No","48"
"41011","Rother","Iping Mill","154","1967","","Yes","Yes","Yes","27"
"41012","Adur E Branch","Sakeham","93","1967","","Yes","Yes","Yes","44"
"41013","Huggletts Stream","Henley Bridge","14","1950","","No","Yes","No","44"
"41014","Arun","Pallingham","379","1970","","Yes","Yes","Yes","43"
"41015","Ems","Westbourne","58","1967","","Yes","Yes","Yes","9.3"
"41016","Cuckmere","Cowbeech","19","1939","","Yes","Yes","Yes","42"
"41017","Combe Haven","Crowhurst","31","1969","2004","No","Yes","No","44"
"41018","Kird","Tanyards","67","1969","2001","Yes","Yes","No","46"
"41019","Arun","Alfoldean","139","1970","","No","Yes","Yes","39"
"41020","Bevern Stream","Clappers Bridge","35","1969","","Yes","Yes","Yes","43"
"41021","Clayhill Stream","Old Ship","7","1969","","No","Yes","No","48"
"41022","Lod","Halfway Bridge","52","1970","","Yes","Yes","Yes","39"
"41023","Lavant","Graylingwell","87","1970","","Yes","Yes","No","7.2"
"41024","Shell Brook","Shell Brook","23","1971","","No","Yes","No","41"
"41025","Loxwood Stream","Drungewick","92","1972","","No","Yes","Yes","46"
"41026","Cockhaise Brook","Holywell","36","1972","","No","Yes","No","43"
"41027","Rother","Princes Marsh","37","1972","","No","Yes","Yes","27"
"41028","Chess Stream","Chess Bridge","24","1964","","No","Yes","No","36"
"41029","Bull","Lealands","41","1978","","No","Yes","Yes","43"
"41030","Ouse","Ardingly","37","1979","","No","Yes","Yes","40"
"41031","Fulking Stream","Fulking","1","1968","","No","Yes","No",""
"41033","Costers Brook","Cocking","3","1973","","No","Yes","No","11"
"41034","Ems","Walderton","42","1966","1984","No","Yes","No","5.8"
"41035","North","Brookhurst","54","1983","2015","No","Yes","No","45"
"41037","Winterbourne Stream","Lewes","17","1966","","No","Yes","No","5"
"42001","Wallington","North Fareham","111","1951","","Yes","Yes","Yes","24"
"42003","Lymington","Brockenhurst","99","1960","","Yes","Yes","Yes","39"
"42004","Test","Broadlands","1040","1957","","No","Yes","No","9.4"
"42005","Wallop Brook","Broughton","54","1955","2012","Yes","Yes","No","6"
"42006","Meon","Mislingford","73","1958","","Yes","Yes","Yes","5.5"
"42007","Alre","Drove Lane Alresford","57","1970","","Yes","Yes","No","4.8"
"42008","Cheriton Stream","Sewards Bridge","75","1970","","Yes","Yes","No","6.9"
"42009","Candover Stream","Borough Bridge","71","1970","","Yes","Yes","Yes","6.1"
"42010","Itchen","Highbridge & Allbrook Total","360","1958","","Yes","Yes","No","6.1"
"42011","Hamble","Frogmill","57","1972","","Yes","Yes","Yes","18"
"42012","Anton","Fullerton","185","1975","","Yes","Yes","No","8.1"
"42014","Blackwater","Ower","105","1976","","Yes","Yes","Yes","34"
"42015","Dever","Weston Colley","53","1976","2006","No","Yes","No","7.6"
"42016","Itchen","Easton","237","1975","","No","Yes","No","6.2"
"42017","Hermitage Stream","Havant","17","1976","","Yes","Yes","No","46"
"42018","Monks Brook","Stoneham Lane","43","1977","","No","Yes","No","27"
"42019","Tanners Brook","Millbrook","16","1977","2015","No","Yes","No","41"
"42020","Tadburn Lake","Romsey","19","1977","","No","Yes","No","27"
"42023","Itchen","Riverside Park","415","1981","","No","Yes","Yes","9.7"
"42024","Test","Chilbolton Total","453","1988","","No","Yes","Yes","6.8"
"42025","Lavant Stream","Leigh Park","55","1981","2003","No","Yes","No","10"
"42026","Wallop Brook","Bossington","61","1993","","No","Yes","No","6.2"
"42027","Dever","Bransbury","122","1995","","No","Yes","No","6.6"
"42029","Test","Timsbury","978","2004","","No","Yes","No","8.6"
"42030","Meon","West Meon","27","1987","","No","Yes","No","3.1"
"43001","Avon","Ringwood","1650","1960","1968","No","Yes","No","12"
"43003","Avon","East Mills Total","1478","1965","","Yes","Yes","Yes","10"
"43004","Bourne","Laverstock","164","1964","2017","Yes","Yes","No","5.9"
"43005","Avon","Amesbury","324","1965","","Yes","Yes","Yes","11"
"43006","Nadder","Wilton","221","1966","","Yes","Yes","No","20"
"43007","Stour","Throop","1073","1973","","Yes","Yes","Yes","26"
"43008","Wylye","South Newton","445","1966","","Yes","Yes","Yes","6.9"
"43009","Stour","Hammoon","523","1968","","Yes","Yes","Yes","40"
"43010","Allen","Loverley Farm","94","1970","","Yes","Yes","Yes","6.3"
"43011","Ebble","Bodenham","109","1970","1976","No","Yes","No","6.3"
"43012","Wylye","Norton Bavant","112","1969","","Yes","Yes","No","11"
"43013","Mude","Somerford","12","1966","","No","Yes","No","28"
"43014","East Avon","Upavon","86","1970","","Yes","Yes","No","18"
"43017","West Avon","Upavon","85","1970","","Yes","Yes","No","14"
"43018","Allen","Walford Mill","177","1974","","Yes","Yes","Yes","8.2"
"43019","Shreen Water","Colesbrook","29","1973","","Yes","Yes","No","32"
"43021","Avon","Knapp Mill","1706","1974","","No","Yes","Yes","12"
"43022","Moors River","Hurn Court","143","1989","","No","Yes","No","25"
"43023","Ebble","Nunton Bridge","107","1996","","No","Yes","No","6.2"
"43024","Wylye","Stockton Park","255","1994","","No","Yes","No","7.9"
"43025","Dockens Water","Moyles Court","17","2001","","No","Yes","No","41"
"43027","Allen","All Hallows","36","1992","","No","Yes","Yes","5.7"
"43028","Chitterne Brook","Codford","70","1994","","Yes","Yes","No","4.3"
"43029","Wylye","Brixton Deverill","50","1992","","Yes","Yes","No","8.3"
"44001","Frome","East Stoke Total","414","1968","","Yes","Yes","No","20"
"44002","Piddle","Baggs Mill","183","1963","","Yes","Yes","Yes","13"
"44003","Asker","Bridport","49","1966","1980","Yes","Yes","No","26"
"44004","Frome","Dorchester Total","206","1971","","Yes","Yes","No","21"
"44006","Sydling Water","Sydling St Nicholas","12","1969","","Yes","Yes","Yes","13"
"44008","South Winterbourne","Winterbourne Steepleton","20","1974","","Yes","Yes","No","20"
"44009","Wey","Broadwey","7","1975","","Yes","Yes","Yes","17"
"44011","Asker","East Bridge Bridport","49","1996","","Yes","Yes","Yes","26"
"44012","Piddle","South House","22","1992","","No","Yes","No","15"
"44013","Piddle","Little Puddle","35","1993","","Yes","Yes","No","12"
"44014","Piddle","Briantspuddle","112","1993","","Yes","Yes","No","12"
"44015","Hooke","Hooke","12","1992","","Yes","Yes","No","38"
"45001","Exe","Thorverton","601","1956","","Yes","Yes","Yes","36"
"45002","Exe","Stoodleigh","422","1960","","Yes","Yes","Yes","38"
"45003","Culm","Woodmill","226","1962","","Yes","Yes","Yes","32"
"45004","Axe","Whitford","289","1964","","Yes","Yes","Yes","39"
"45005","Otter","Dotton","203","1963","","Yes","Yes","Yes","34"
"45006","Quarme","Enterwell","20","1964","1967","No","Yes","No","37"
"45007","Exe","Trews Weir","1191","1996","","Yes","Yes","Yes","34"
"45008","Otter","Fenny Bridges","104","1974","","Yes","Yes","Yes","38"
"45009","Exe","Pixton","160","1966","","Yes","Yes","Yes","35"
"45010","Haddeo","Hartford","50","1973","1979","No","Yes","No","32"
"45011","Barle","Brushford","128","1968","","No","Yes","Yes","43"
"45012","Creedy","Cowley","262","1964","","Yes","Yes","Yes","32"
"45013","Tale","Fairmile","34","1978","","Yes","Yes","Yes","36"
"45816","Haddeo","Upton","7","1993","","Yes","No","No","31"
"45817","Unnamed Stream","Upton","2","1993","","Yes","No","No","32"
"45818","Withiel Florey Stream","Bessom Bridge","10","1992","","Yes","No","No","32"
"46002","Teign","Preston","381","1956","2007","No","Yes","No","26"
"46003","Dart","Austins Bridge","248","1958","","Yes","Yes","Yes","33"
"46005","East Dart","Bellever","22","1964","","Yes","Yes","Yes","47"
"46006","Erme","Ermington","44","1973","","Yes","Yes","Yes","38"
"46007","West Dart","Dunnabridge","48","1972","","Yes","Yes","Yes","48"
"46008","Avon","Loddiswell","102","1971","","Yes","Yes","Yes","33"
"46013","Bovey","Bovey Parke","87","2004","","Yes","Yes","Yes","14"
"46014","Teign","Chudleigh","232","2004","","Yes","Yes","Yes","27"
"47001","Tamar","Gunnislake","917","1956","","Yes","Yes","Yes","37"
"47002","Tamar","Werrington","232","1956","1961","No","Yes","No","41"
"47003","Tavy","Lopwell","206","1956","1980","No","Yes","No","31"
"47004","Lynher","Pillaton Mill","136","1961","","Yes","Yes","Yes","34"
"47005","Ottery","Werrington Park","121","1963","","Yes","Yes","Yes","39"
"47006","Lyd","Lifton Park","223","1975","","Yes","Yes","Yes","36"
"47007","Yealm","Puslinch","55","1963","","Yes","Yes","Yes","33"
"47008","Thrushel","Tinhay","113","1969","","Yes","Yes","Yes","39"
"47009","Tiddy","Tideford","37","1969","","Yes","Yes","Yes","31"
"47010","Tamar","Crowford Bridge","77","1972","","Yes","Yes","Yes","42"
"47011","Plym","Carn Wood","79","1971","","Yes","Yes","Yes","38"
"47013","Withey Brook","Bastreet","16","1972","","Yes","Yes","Yes","49"
"47014","Walkham","Horrabridge","45","1976","","Yes","Yes","Yes","26"
"47015","Tavy","Ludbrook","197","1976","","Yes","Yes","Yes","31"
"47016","Lumburn","Lumburn Bridge","21","1976","2002","No","Yes","No","29"
"47017","Wolf","Combe Park Farm","31","1977","1986","No","Yes","No","40"
"47018","Thrushel","Hayne Bridge","58","1988","","No","Yes","Yes","38"
"47019","Tamar","Polson Bridge","470","1987","","No","Yes","Yes","40"
"47020","Inny","Bealsmill","105","1988","","Yes","Yes","Yes","34"
"47021","Kensey","Launceston Newport","33","2002","","Yes","Yes","Yes","32"
"47022","Tory Brook","Newnham Park","16","1979","","Yes","Yes","Yes","44"
"47023","Tamar","Tamarstone Bridge","49","2010","2017","Yes","No","No","42"
"47024","Tavy","Tavistock Abbey Bridge","96","1994","","Yes","Yes","Yes","33"
"47025","Wolf","Germansweek","11","1992","","Yes","Yes","Yes","41"
"48001","Fowey","Trekeivesteps","37","1968","","Yes","Yes","Yes","41"
"48003","Fal","Tregony","87","1977","","Yes","Yes","Yes","35"
"48004","Warleggan","Trengoffe","25","1969","","Yes","Yes","Yes","36"
"48005","Kenwyn","Truro","19","1968","","Yes","Yes","Yes","33"
"48006","Cober","Helston County Bridge","38","1968","","Yes","Yes","Yes","17"
"48007","Kennal","Ponsanooth","27","1968","","Yes","Yes","Yes","8.6"
"48008","St Austell","Molingey","30","1971","","No","Yes","Yes","30"
"48009","St Neot","Craigshill Wood","23","1971","","Yes","Yes","Yes","40"
"48010","Seaton","Trebrownbridge","39","1972","","Yes","Yes","Yes","31"
"48011","Fowey","Restormel","169","1961","","Yes","Yes","Yes","35"
"48012","Fal","Trenowth","65","1998","","Yes","Yes","Yes","35"
"48801","Cober","Trenear","27","1988","","Yes","Yes","Yes","15"
"48803","Carnon","Bissoe","34","1994","","Yes","Yes","Yes","27"
"49001","Camel","Denby","209","1964","2019","Yes","Yes","Yes","35"
"49002","Hayle","St Erth","48","1957","","Yes","Yes","Yes","26"
"49003","De Lank","De Lank","22","1966","","Yes","Yes","Yes","48"
"49004","Gannel","Gwills","41","1969","","Yes","Yes","Yes","32"
"49005","Bolingey Stream","Bolingey Cocks Bridge","16","2010","","Yes","Yes","Yes","32"
"49006","Camel","Camelford","13","2006","","Yes","Yes","Yes","36"
"49007","Denby","Bodmin Dunmere","","2015","","No","Yes","No",""
"49008","Penberth River","Penberth","","1993","","No","Yes","Yes",""
"50001","Taw","Umberleigh","826","1958","","Yes","Yes","Yes","38"
"50002","Torridge","Torrington","663","1962","","Yes","Yes","Yes","41"
"50003","Taw","Sticklepath","16","1975","","No","Yes","No","34"
"50005","West Okement","Vellake","13","1975","","No","Yes","No","49"
"50006","Mole","Woodleigh","328","1965","","Yes","Yes","Yes","37"
"50007","Taw","Taw Bridge","71","1973","","Yes","Yes","Yes","35"
"50008","Lew","Gribbleford Bridge","71","1988","","Yes","Yes","Yes","40"
"50009","Lew","Norley Bridge","20","1988","","Yes","Yes","Yes","38"
"50010","Torridge","Rockhay Bridge","258","1988","","No","Yes","No","43"
"50011","Okement","Jacobstowe","82","1973","","Yes","Yes","Yes","38"
"50012","Yeo","Veraby","54","1968","2019","No","Yes","No","38"
"50013","Bray","Leehamford Bridge","18","1979","","No","Yes","Yes","39"
"50014","Yeo","Collard Bridge","80","1995","","Yes","Yes","No","33"
"51001","Doniford Stream","Swill Bridge","76","1966","","Yes","Yes","No","28"
"51002","Horner Water","West Luccombe","21","1973","","Yes","Yes","No","30"
"51003","Washford","Beggearn Huish","36","1966","","Yes","Yes","Yes","31"
"52001","Axe","Wookey","18","1956","","No","Yes","No","15"
"52002","Yeo","Sutton Bingham Reservoir","30","1955","1968","No","Yes","No","43"
"52003","Halsewater","Halsewater","88","1961","","Yes","Yes","No","31"
"52004","Isle","Ashford Mill","90","1962","","Yes","Yes","Yes","40"
"52005","Tone","Bishops Hull","202","1961","","Yes","Yes","Yes","33"
"52006","Yeo","Pen Mill","213","1963","","Yes","Yes","Yes","34"
"52007","Parrett","Chiselborough","75","1966","","Yes","Yes","No","37"
"52008","Tone","Clatworthy Reservoir","18","1960","1968","No","Yes","No","33"
"52009","Sheppey","Fenny Castle","60","1963","","Yes","Yes","No","20"
"52010","Brue","Lovington","135","1964","","Yes","Yes","Yes","36"
"52011","Cary","Somerton","82","1965","","Yes","Yes","No","38"
"52014","Tone","Greenham","57","1966","","Yes","Yes","No","33"
"52015","Land Yeo","Wraxall Bridge","23","1970","","Yes","Yes","No","20"
"52016","Currypool Stream","Currypool Farm","16","1971","","Yes","Yes","No","29"
"52017","Congresbury Yeo","Iwood","67","1973","","Yes","Yes","No","26"
"52020","Gallica Stream","Gallica Bridge","16","1966","1979","No","Yes","No","45"
"52025","Hillfarrance Brook","Milverton","28","1992","","Yes","Yes","No","29"
"52026","Alham","Higher Alham","5","1982","2005","No","Yes","No","31"
"53001","Avon","Melksham","666","1953","1980","No","Yes","No","33"
"53002","Semington Brook","Semington","158","1953","","Yes","Yes","No","33"
"53003","Avon","Bath St James","1595","1939","1969","No","Yes","No","31"
"53004","Chew","Compton Dando","130","1958","","Yes","Yes","No","29"
"53005","Midford Brook","Midford","147","1961","","Yes","Yes","No","29"
"53006","Frome (Bristol)","Frenchay","149","1961","","Yes","Yes","Yes","43"
"53007","Frome (Somerset)","Tellisford","262","1961","","Yes","Yes","Yes","30"
"53008","Avon","Great Somerford","303","1964","","Yes","Yes","Yes","28"
"53009","Wellow Brook","Wellow","73","1966","","Yes","Yes","No","27"
"53013","Marden","Stanley","99","1969","","Yes","Yes","No","32"
"53017","Boyd","Bitton","48","1973","","Yes","Yes","No","38"
"53018","Avon","Bathford","1552","1969","","Yes","Yes","Yes","31"
"53019","Woodbridge Brook","Crabb Mill","47","1974","","No","Yes","No","46"
"53020","Gauze Brook","Rodbourne","28","1968","","No","Yes","No","31"
"53022","Avon","Bath ultrasonic","1605","1976","","No","Yes","No","31"
"53023","Sherston Avon","Fosseway","90","1977","","Yes","Yes","No","22"
"53024","Tetbury Avon","Brokenborough","74","1977","","No","Yes","No","18"
"53025","Mells","Vallis","119","1980","","Yes","Yes","No","20"
"53026","Frome (Bristol)","Frampton Cotterell","79","1978","","Yes","Yes","No","41"
"53028","By Brook","Middlehill","102","1971","","Yes","Yes","No","22"
"53029","Biss","Trowbridge","78","1984","","Yes","Yes","No","35"
"54001","Severn","Bewdley","4325","1921","","Yes","Yes","Yes","34"
"54002","Avon","Evesham","2210","1936","","Yes","Yes","Yes","43"
"54003","Vyrnwy","Vyrnwy Reservoir","94","1920","","No","Yes","No","52"
"54004","Sowe","Stoneleigh","262","1951","","Yes","Yes","No","36"
"54005","Severn","Montford","2025","1953","","Yes","Yes","No","38"
"54006","Stour (Worcs)","Kidderminster Callows Lane","324","1953","2018","Yes","Yes","No","27"
"54007","Arrow","Broom","319","1957","","Yes","Yes","No","41"
"54008","Teme","Tenbury","1134","1956","","Yes","Yes","Yes","29"
"54010","Stour (Warks)","Alscot Park","319","1959","","No","Yes","No","45"
"54011","Salwarpe","Harford Hill","184","1961","","Yes","Yes","No","35"
"54012","Tern","Walcot","852","1960","","Yes","Yes","Yes","29"
"54013","Clywedog","Cribynau","57","1959","1979","No","Yes","No","43"
"54014","Severn","Abermule","580","1962","","Yes","Yes","No","40"
"54015","Bow Brook","Besford Bridge","156","1969","","No","Yes","No","46"
"54016","Roden","Rodington","259","1961","","Yes","Yes","No","27"
"54017","Leadon","Wedderburn Bridge","293","1962","","Yes","Yes","Yes","36"
"54018","Rea Brook","Hookagate","178","1962","","Yes","Yes","No","32"
"54019","Avon","Stareton","347","1962","","Yes","Yes","Yes","43"
"54020","Perry","Yeaton","181","1963","","Yes","Yes","No","27"
"54022","Severn","Plynlimon flume","9","1953","","Yes","Yes","No","53"
"54023","Badsey Brook","Offenham","96","1968","","Yes","Yes","No","48"
"54024","Worfe","Burcote","258","1969","","Yes","Yes","No","31"
"54025","Dulas","Rhos-y-pentref","53","1969","","Yes","Yes","No","40"
"54026","Chelt","Slate Mill","35","1969","1983","Yes","Yes","No","36"
"54027","Frome","Ebley Mill","198","1969","","Yes","Yes","Yes","20"
"54028","Vyrnwy","Llanymynech","778","1970","","Yes","Yes","No","41"
"54029","Teme","Knightsford Bridge","1480","1970","","Yes","Yes","No","31"
"54032","Severn","Saxons Lode","6850","1970","","No","Yes","No","33"
"54034","Dowles Brook","Oak Cottage","41","1971","","Yes","Yes","No","19"
"54036","Isbourne","Hinton on the Green","91","1972","","Yes","Yes","No","39"
"54038","Tanat","Llanyblodwel","229","1973","","Yes","Yes","Yes","39"
"54040","Meese","Tibberton","168","1973","","Yes","Yes","No","30"
"54041","Tern","Eaton upon Tern","192","1972","2015","Yes","Yes","No","28"
"54043","Severn","Upton On Severn","6850","1955","1970","No","Yes","No","33"
"54044","Tern","Ternhill","93","1972","","Yes","Yes","No","25"
"54045","Perry","Perry Farm","49","1973","1979","No","Yes","No","33"
"54046","Worfe","Cosford","55","1975","","No","Yes","No","30"
"54047","Perry","Ruyton Bridge","155","1975","1978","No","Yes","No","27"
"54048","Dene","Wellesbourne","102","1976","","No","Yes","No","48"
"54049","Leam","Princes Drive Weir","362","1961","","No","Yes","No","49"
"54050","Leam","Eathorpe","300","1968","","No","Yes","No","51"
"54052","Bailey Brook","Ternhill","34","1970","","Yes","Yes","No","31"
"54053","Corve","Ludlow","164","1970","1976","No","Yes","No","32"
"54054","Onny","Onibury","235","1971","1976","No","Yes","No","27"
"54057","Severn","Haw Bridge","9895","1971","","Yes","Yes","Yes","36"
"54058","Stoke Park Brook","Stoke Park","14","1972","1978","No","Yes","No","31"
"54059","Allford Brook","Allford","10","1972","1978","No","Yes","No","20"
"54060","Potford Brook","Sandyford Bridge","25","1972","2012","No","Yes","No","27"
"54061","Hodnet Brook","Hodnet","5","1972","1977","No","Yes","No","30"
"54062","Stoke Brook","Stoke on Tern","14","1972","1983","No","Yes","No","21"
"54063","Stour (Worcs)","Prestwood Hospital","90","1971","","No","Yes","No","33"
"54065","Roden","Stanton","210","1973","1979","No","Yes","No","27"
"54066","Platt Brook","Platt","16","1973","1983","No","Yes","No","26"
"54067","Smestow Brook","Swindon","81","1973","1978","No","Yes","No","34"
"54069","Springs Brook","Lower Hordley","10","1974","1978","No","Yes","No",""
"54070","War Brook","Walford","23","1974","1983","No","Yes","No","29"
"54080","Severn","Dolwen","174","1975","","Yes","Yes","No","41"
"54081","Clywedog","Bryntail","49","1977","","No","Yes","No","44"
"54083","Crow Brook","Horton","17","1978","1983","No","Yes","No",""
"54084","Cannop Brook","Parkend","32","1978","1983","No","Yes","No","28"
"54085","Cannop Brook","Cannop Cross","10","1979","1983","No","Yes","No","28"
"54087","Allford Brook","Childs Ercall","5","1973","2012","No","Yes","No","15"
"54088","Little Avon","Berkeley Kennels","134","1979","","No","Yes","No","34"
"54089","Avon","Bredon","2674","1979","","No","Yes","No","43"
"54090","Tanllwyth","Tanllwyth Flume","1","1973","","No","Yes","No","52"
"54091","Severn","Hafren Flume","4","1973","","Yes","Yes","No","54"
"54092","Hore","Hore Flume","3","1973","","Yes","Yes","No","52"
"54094","Strine","Crudgington","96","1982","2009","No","Yes","No","28"
"54095","Severn","Buildwas","3717","1984","","No","Yes","No","34"
"54096","Hadley Brook","Wards Bridge","53","1987","","No","Yes","No","33"
"54097","Hore","Upper Hore flume","2","1985","","No","Yes","No","54"
"54098","Cam","Cambridge","29","1992","","No","Yes","No","30"
"54099","Coley Brook","Coley Mill","37","1992","","No","Yes","No","32"
"54100","Lonco Brook","Whitleyford Bridge","34","1994","","No","Yes","No","34"
"54102","Avon","Lilbourne","109","1979","","Yes","Yes","No","45"
"54106","Stour (Warks)","Shipston","185","1998","","Yes","Yes","No","41"
"54107","Arrow","Studley","93","1986","","No","Yes","No","38"
"54110","Severn","Deerhurst","9877","1995","","No","Yes","Yes","36"
"54111","Avon","Rugby","243","1973","2012","Yes","No","No","44"
"54112","Leam","Kites Hardwick","100","1990","","No","Yes","No","51"
"54113","Itchen","Southam","106","2000","","No","Yes","No","52"
"54114","Avon","Warwick","1012","1986","","Yes","Yes","No","43"
"54115","Piddle Brook","Wyre Piddle","105","2000","","No","Yes","No","48"
"54906","Stour (Worcs)","Kidderminster Gilt Edge","324","1952","1985","Yes","No","No","27"
"54907","Arrow","Broom","319","1956","1978","Yes","No","No","41"
"55002","Wye","Belmont","1896","1935","","Yes","Yes","No","40"
"55003","Lugg","Lugwardine","886","1939","","No","Yes","No","34"
"55004","Irfon","Abernant","73","1937","1982","Yes","Yes","No","46"
"55005","Wye","Rhayader","167","1937","1969","Yes","Yes","No","44"
"55006","Elan","Caban Coch Reservoir","184","1908","1984","No","Yes","No","50"
"55007","Wye","Erwood","1282","1937","","Yes","Yes","No","42"
"55008","Wye","Cefn Brwyn","11","1951","","Yes","Yes","No","48"
"55009","Monnow","Kentchurch","357","1948","1972","Yes","Yes","No","35"
"55010","Wye","Pant Mawr","27","1955","1982","Yes","Yes","No","48"
"55011","Ithon","Llandewi","111","1959","1982","No","Yes","No","44"
"55012","Irfon","Cilmery","244","1966","","Yes","Yes","No","43"
"55013","Arrow","Titley Mill","126","1966","","Yes","Yes","No","34"
"55014","Lugg","Byton","203","1966","","Yes","Yes","No","31"
"55015","Honddu","Tafolog","25","1966","","No","Yes","No","27"
"55016","Ithon","Disserth","358","1968","","Yes","Yes","No","40"
"55017","Chwefru","Carreg-y-wen","29","1968","1982","No","Yes","No","44"
"55018","Frome","Yarkhill","144","1968","","Yes","Yes","No","39"
"55020","Pinsley Brook","Cholstrey Mill","24","1970","2007","No","Yes","No","30"
"55021","Lugg","Butts Bridge","371","1969","","Yes","Yes","Yes","30"
"55022","Trothy","Mitchel Troy","142","1969","1982","No","Yes","No","37"
"55023","Wye","Redbrook","4010","1936","","Yes","Yes","No","36"
"55025","Llynfi","Three Cocks","132","1970","","Yes","Yes","No","31"
"55026","Wye","Ddol Farm","174","1937","","Yes","Yes","No","43"
"55027","Rudhall Brook","Sandford Bridge","13","1971","1998","No","Yes","No","15"
"55028","Frome","Bishops Frome","78","1971","","No","Yes","No","38"
"55029","Monnow","Grosmont","354","1972","","Yes","Yes","No","35"
"55030","Claerwen","Dol-y-mynach","95","1925","1950","No","Yes","No","52"
"55031","Yazor Brook","Three Elms","42","1972","","No","Yes","No","38"
"55032","Elan","Caban Dam","184","1977","","Yes","Yes","No","50"
"55033","Wye","Gwy flume","4","1973","","Yes","Yes","No","52"
"55034","Cyff","Cyff flume","3","1973","","Yes","Yes","No","47"
"55035","Iago","Iago flume","1","1973","1999","Yes","Yes","No","52"
"55036","Garren","Marstow Mill","91","1996","","No","Yes","No","15"
"56001","Usk","Chainbridge","912","1957","","Yes","Yes","No","29"
"56002","Ebbw","Rhiwderin","217","1957","","Yes","Yes","No","30"
"56003","Honddu","The Forge Brecon","62","1963","1984","Yes","Yes","No","35"
"56004","Usk","Llandetty","544","1965","","Yes","Yes","No","35"
"56005","Lwyd","Ponthir","98","1966","1998","No","Yes","No","33"
"56006","Usk","Trallong","184","1963","1984","Yes","Yes","No","41"
"56007","Senni","Pont-Hen-Hafod","20","1967","","No","Yes","No","39"
"56011","Sirhowy","Wattsville","76","1970","1983","Yes","Yes","No","30"
"56012","Grwyne","Millbrook","82","1970","","Yes","Yes","No","18"
"56013","Yscir","Pont-Ar-Yscir","63","1972","","Yes","Yes","No","38"
"56014","Usk","Usk Reservoir","17","1979","","No","Yes","No","47"
"56015","Olway Brook","Olway Inn","105","1976","","No","Yes","No","30"
"56019","Ebbw","Aberbeeg","72","1984","","Yes","Yes","No","34"
"57001","Taf Fechan","Taf Fechan Reservoir","34","1937","1973","No","Yes","No","53"
"57002","Taf Fawr","Llwynon Reservoir","43","1931","","No","Yes","No","54"
"57003","Taff","Tongwynlais","487","1961","1972","No","Yes","No","42"
"57004","Cynon","Abercynon","106","1957","","Yes","Yes","No","40"
"57005","Taff","Pontypridd","455","1968","","Yes","Yes","No","43"
"57006","Rhondda","Trehafod","101","1968","","Yes","Yes","No","48"
"57007","Taff","Fiddlers Elbow","195","1973","","Yes","Yes","No","45"
"57008","Rhymney","Llanedeyrn","179","1973","","Yes","Yes","No","33"
"57009","Ely","St Fagans","145","1975","","Yes","Yes","No","34"
"57010","Ely","Lanelay","39","1974","","Yes","Yes","No","39"
"57014","Rhymney","Bargoed","63","1978","","Yes","Yes","No","38"
"57015","Taff","Merthyr Tydfil","104","1978","","Yes","Yes","No","50"
"57017","Rhondda Fawr","Tynewydd","17","2001","","Yes","Yes","No","53"
"58001","Ogmore","Bridgend","158","1960","","Yes","Yes","No","36"
"58002","Neath","Resolven","191","1978","","Yes","Yes","No","48"
"58003","Ewenny","Ewenny Priory","63","1962","1970","No","Yes","No","29"
"58004","Afan","Cwmafan","82","1961","","No","Yes","No","42"
