"Station number","River","Location","Minimum altitude","10 percentile altitude","50 percentile altitude","90 percentile altitude","Maximum altitude"
"76001","Haweswater Beck","Burnbanks","220","250","460","680","830"
"76002","Eden","Warwick Bridge","18","130","240","530","950"
"76003","Eamont","Udford","93","150","290","580","950"
"76004","Lowther","Eamont Bridge","110","200","320","570","830"
"76005","Eden","Temple Sowerby","94","150","250","500","800"
"76007","Eden","Sheepmount","8","86","210","490","950"
"76008","Irthing","Greenholme","19","75","220","400","620"
"76009","Caldew","Holm Hill","62","140","280","570","930"
"76010","Petteril","Harraby Green","20","76","160","250","360"
"76011","Coal Burn","Coalburn","270","290","300","320","330"
"76014","Eden","Kirkby Stephen","160","220","380","600","710"
"76015","Eamont","Pooley Bridge","140","160","370","660","950"
"76017","Eden","Great Corby","19","130","240","530","950"
"76019","Roe Beck","Stockdalewath","73","120","170","250","350"
"76020","Petteril","Newbiggin Bridge","39","100","170","250","360"
"76021","Eden","Great Musgrave Bridge","140","180","340","540","730"
"76809","Caldew","Cummersdale","24","88","210","500","930"
"76811","Dacre Beck","Dacre Bridge","160","220","280","380","530"
"77001","Esk","Netherby","15","120","270","410","690"
"77002","Esk","Canonbie","23","140","280","410","690"
"77003","Liddel Water","Rowanburnfoot","28","130","250","420","620"
"77004","Kirtle Water","Mossknowe","22","67","120","250","420"
"77005","Lyne","Cliff Bridge","13","69","150","320","520"
"78001","Annan","St Mungos Manse","34","65","220","450","820"
"78003","Annan","Brydekirk","11","62","200","430","820"
"78004","Kinnel Water","Redhall","54","97","240","380","660"
"78005","Kinnel Water","Bridgemuir","47","75","240","400","690"
"78006","Annan","Woodfoot","84","160","350","560","820"
"79001","Afton Water","Afton Reservoir","390","430","510","590","680"
"79002","Nith","Friars Carse","21","130","290","470","720"
"79003","Nith","Hall Bridge","170","210","310","490","700"
"79004","Scar Water","Capenoch","49","160","320","460","600"
"79005","Cluden Water","Fiddlers Ford","22","90","210","340","600"
"79006","Nith","Drumlanrig","55","190","320","490","720"
"79007","Lochar Water","Kirkblain Bridge","4.4","12","42","160","260"
"80001","Urr","Dalbeattie","3.4","61","160","250","420"
"80002","Dee","Glenlochar","42","91","240","460","810"
"80003","White Laggan Burn","Loch Dee","230","290","460","560","660"
"80004","Green Burn","Loch Dee","230","260","370","500","550"
"80005","Dargall Lane","Loch Dee","260","350","460","620","710"
"80006","Blackwater","Loch Dee","220","230","370","540","710"
"81001","Penwhirn Burn","Penwhirn Reservoir","150","170","210","250","390"
"81002","Cree","Newton Stewart","5.2","66","210","460","840"
"81003","Luce","Airyhemming","20","100","180","260","440"
"81004","Bladnoch","Low Malzie","12","50","94","170","320"
"81005","Piltanton Burn","Barsolus","8.3","20","84","140","180"
"81006","Water of Minnoch","Minnoch Bridge","29","110","310","550","840"
"81007","Water of Fleet","Rusko","8","86","170","350","710"
"82001","Girvan","Robstone","10","58","190","320","660"
"82002","Doon","Auchendrane","21","89","260","420","840"
"82003","Stinchar","Balnowlart","8.5","100","180","330","620"
"83002","Garnock","Dalry","21","45","180","390","520"
"83003","Ayr","Catrine","86","180","270","400","590"
"83004","Lugar Water","Langholm","83","140","250","380","560"
"83005","Irvine","Shewalton","6.2","40","140","270","380"
"83006","Ayr","Mainholm","4.7","86","210","370","590"
"83007","Lugton Water","Eglinton Castle","7.7","32","93","170","260"
"83008","Annick Water","Dreghorn","9.3","42","140","220","280"
"83009","Garnock","Kilwinning","4.4","39","110","350","520"
"83010","Irvine","Newmilns","62","140","240","310","380"
"83011","Ayr","Wellwood","190","230","310","430","590"
"83012","Gass Water","Welltrees","200","250","340","420","490"
"83013","Irvine","Glenfield","22","55","160","280","380"
"84001","Kelvin","Killermont","27","48","90","330","580"
"84002","Calder","Muirshiel","230","270","360","450","490"
"84003","Clyde","Hazelbank","53","210","300","460","750"
"84004","Clyde","Sills of Clyde","180","220","330","490","750"
"84005","Clyde","Blairston","17","160","260","430","750"
"84006","Kelvin","Bridgend","37","44","100","380","520"
"84007","South Calder Water","Forgewood","46","110","190","260","310"
"84008","Rotten Calder Water","Redlees","17","100","200","260","370"
"84009","Nethan","Kirkmuirhill","130","200","280","400","520"
"84011","Gryfe","Craigend","11","68","160","300","440"
"84012","White Cart Water","Hawkhead","6.1","30","150","250","370"
"84013","Clyde","Daldowie","9.9","130","250","420","750"
"84014","Avon Water","Fairholm","53","160","240","340","470"
"84015","Kelvin","Dryfield","35","54","91","390","580"
"84016","Luggie Water","Condorrat","69","89","140","190","220"
"84017","Black Cart Water","Milliken Park","22","40","150","370","520"
"84018","Clyde","Tulliford Mill","170","210","310","470","750"
"84019","North Calder Water","Calderpark","14","69","150","230","300"
"84020","Glazert Water","Milton of Campsie","41","76","260","490","580"
"84022","Duneaton","Maidencots","220","270","330","430","590"
"84023","Bothlin Burn","Auchengeich","55","73","85","95","120"
"84024","North Calder Water","Hillend","190","200","220","250","280"
"84025","Luggie Water","Oxgang","39","64","88","170","220"
"84026","Allander Water","Milngavie","37","79","180","310","400"
"84027","North Calder Water","Calderbank","78","130","200","250","300"
"84029","Cander Water","Candermill","110","150","190","250","300"
"84030","White Cart Water","Overlee","47","120","190","270","370"
"84031","Watstone Burn","Watstone","110","140","190","230","240"
"84032","Bagabout Burn","Giffnock","26","39","60","110","130"
"84033","White Cart Water","MacQuisten Bridge","18","86","180","270","370"
"84034","Auldhouse Burn","Spiers Bridge","33","83","130","200","240"
"84035","Kittoch Water","Waterside","100","140","170","200","210"
"84036","Earn Water","Letham","93","150","220","260","330"
"84037","Douglas Water","Happendon","180","220","310","400","580"
"85001","Leven","Linnbrane","5.4","9.2","200","520","1100"
"85002","Endrick Water","Gaidrew","15","50","160","400","580"
"85003","Falloch","Glen Falloch","15","200","450","700","1100"
"85004","Luss Water","Luss","15","150","340","570","730"
"86001","Little Eachaig","Dalinlongart","12","96","270","480","610"
"86002","Eachaig","Eckford","7.6","59","310","520","780"
"88001","Carradale","Dippen","3.2","59","190","300","420"
"89002","Linne nam Beathach","Victoria Bridge","170","220","400","750","1100"
"89003","Orchy","Glen Orchy","70","190","370","710","1100"
"89004","Strae","Glen Strae","42","120","340","610","990"
"89005","Lochy","Inverlochy","53","210","410","690","1100"
"89006","Avich","Barnaline Lodge","49","93","190","310","430"
"89007","Abhainn a' Bhealaich","Braevallich","47","230","340","430","510"
"89008","Eas Daimh","Eas Daimh","180","320","520","830","1100"
"89009","Eas a' Ghaill","Succoth","110","250","460","690","920"
"90003","Nevis","Claggan","5.4","94","520","890","1300"
"91002","Lochy","Camisky","18","130","430","750","1200"
"91802","Allt Leachdach","Intake","270","390","600","890","1100"
"92001","Shiel","Shielfoot","3.2","8.3","230","570","940"
"92002","Allt Coire nan Con","Polloch","11","120","320","580","750"
"92003","Strontian","Ariundle","11","84","290","560","880"
"92004","Aline","Craigendarroch","4.3","56","210","430","740"
"93001","Carron","New Kelso","6.8","87","340","650","1100"
"93002","Ling","Killilan","5","190","370","650","1100"
"94001","Ewe","Poolewe","4.6","29","310","580","1000"
"94003","Kerry","Faich Bhiorach","25","120","240","510","860"
"95001","Inver","Little Assynt","63","80","270","540","1100"
"95002","Broom","Inverbroom","4.8","240","400","660","1100"
"95003","Langwell","Langwell Lodge","26","160","280","390","470"
"95004","Abhainn a'Chnocain","Elphin","140","170","270","380","510"
"95005","Laxford","Laxford Bridge","14","47","220","510","800"
"95006","Rhidorroch","Rhidorroch","78","130","330","600","920"
"96001","Halladale","Halladale","23","110","170","250","570"
"96002","Naver","Apigill","7.7","98","190","400","960"
"96003","Strathy","Strathy Bridge","5.4","77","160","260","350"
"96004","Strathmore","Allnabad","25","150","310","540","850"
"96005","Dionard","Dionard","12","77","250","570","900"
"96006","Borgie","Borgie Bridge","25","110","160","310","760"
"97002","Thurso","Halkirk","30","70","140","230","430"
"101001","Eastern Yar","Alverstone Mill","4.4","21","60","150","240"
"101002","Medina","Shide","9.4","27","57","98","190"
"101003","Lukely Brook","Carisbrooke Mill","12","38","97","160","210"
"101004","Eastern Yar","Burnt House","4.4","21","60","150","240"
"101005","Eastern Yar","Budbridge","17","33","84","160","230"
"101006","Wroxall Stream","Waightshale","16","28","76","190","240"
"101007","Scotchells Brook","Burnt House","7.4","11","41","100","230"
"102001","Cefni","Bodffordd","34","55","68","82","100"
"105001","Snizort","Skeabost","6.2","53","150","290","440"
"106001","Creed","Creed Bridge","37","67","98","140","280"
"106002","Laxdale","Laxdale","13","56","170","350","460"
"106003","Abhainn Roag","Mill Croft","7.9","29","100","310","540"
"107001","Durkadale","Durkadale","26","39","99","160","220"
"108001","Weisdale Burn","Weisdale Mill","8.1","34","95","210","280"
"201002","Fairywater","Dudgeon Bridge","65","74","120","240","410"
"201005","Camowen","Camowen Terrace","69","100","150","230","520"
"201006","Drumragh","Campsie Bridge","68","90","120","200","340"
"201007","Burn Dennet","Burndennet","5.8","55","160","290","630"
"201008","Derg","Castlederg","42","90","170","270","450"
"201009","Owenkillew","Crosh","40","120","220","370","680"
"201010","Mourne","Drumnabuoy House","5.2","82","150","280","680"
"202001","Roe","Ardnargle","4.3","61","170","360","630"
"202002","Faughan","Drumahoe","8.6","86","170","310","680"
"203010","Blackwater","Maydown Bridge","16","50","97","190","380"
"203011","Main","Dromona","72","90","140","300","540"
"203012","Ballinderry","Ballinderry Bridge","16","43","98","210","530"
"203017","Upper Bann","Dynes Bridge","17","69","110","240","670"
"203018","Six-Mile Water","Antrim","14","61","140","240","470"
"203019","Claudy","Glenone Bridge","17","39","76","240","460"
"203020","Moyola","Moyola New Bridge","15","41","100","330","570"
"203021","Kellswater","Curry's Bridge","37","100","210","320","470"
"203022","Blackwater","Derrymeen Bridge","49","68","120","230","380"
"203024","Cusher","Gamble's Bridge","18","68","120","220","350"
"203025","Callan","Martin's Bridge","19","42","110","230","360"
"203026","Glenavy","Glenavy","57","95","150","260","320"
"203027","Braid","Ballee","38","62","150","310","440"
"203028","Agivey","Whitehill","16","69","160","320","460"
"203029","Six-Mile Water","Ballyclare","60","100","150","260","410"
"203033","Upper Bann","Bannfield","78","93","170","390","670"
"203038","Rocky","Rocky Mountain","200","270","370","490","640"
"203039","Clogh","Tullynewey","77","100","200","350","540"
"203040","Lower Bann","Movanagher","9.8","18","86","210","670"
"203042","Crumlin","Cidercourt Bridge","25","85","130","230","380"
"203043","Oonawater","Shanmoy","38","79","110","170","280"
"203046","Rathmore Burn","Rathmore Bridge","45","71","150","220","320"
"203049","Clady","Clady Bridge","64","120","170","300","470"
"203050","Ballysally Blagh","University of Ulster","10","24","41","68","130"
"203092","Main","Dunminning","75","90","140","310","540"
"203093","Main","Shane's Viaduct","21","57","130","300","540"
"203097","Upper Bann","Moyallen","17","73","110","240","670"
"204001","Bush","Seneirl Bridge","25","42","90","260","540"
"205003","Lagan","Dunmurry","13","39","95","180","530"
"205004","Lagan","Newforge","5","38","95","170","530"
"205005","Ravernet","Ravernet","34","72","99","130","180"
"205008","Lagan","Drumiller","83","100","160","250","530"
"205010","Lagan","Banoge","40","74","120","200","530"
"205011","Annacloy","Kilmore Bridge","9.1","48","90","150","300"
"205015","Cotton","Grandmere","4.9","24","32","58","140"
"205020","Enler","Comber","3.9","29","80","150","210"
"205029","Lagan","Feeny","30","59","110","190","530"
"205034","Woodburn","Control","170","180","210","230","240"
"205101","Blackstaff","Eason's","7.4","9.8","27","140","370"
"205105","Knock","Orangefield","7.8","24","37","140","180"
"206001","Clanrye","Mountmill Bridge","17","49","90","160","350"
"206002","Jerretspass","Jerretspass","11","31","85","130","190"
"206004","Bessbrook","Carnbane","8.4","65","120","220","540"
"206006","Annalong","Recorder","120","200","370","590","840"
"236005","Colebrooke","Ballindarragh Bridge","48","77","130","250","380"
"236007","Sillees","Drumrainey Bridge","48","59","100","270","400"
"236051","Ballinamallard","Ballycassidy","46","66","110","160","310"
