"Station.number";"Catchment.area";"Station.level";"Factors.affecting.runoff";"Mean.GDF";"Maximum.GDF";"Q95";"Q70";"Q50";"Q10";"Base.flow.index";"QMED";"Start.of.peak.flow.record";"End.of.peak.flow.record";"Minimum.altitude";"X50.percentile.altitude";"X90.percentile.altitude";"Maximum.altitude";"SAAR.1961.1990..mm.";"SAAR.1941.1970..mm.";"ALTBAR..m.";"ASPBAR..Â..";"ASPVAR..Â..";"BFIHOST....";"CENTROID.easting..m.";"CENTROID.northing..m.";"DPLBAR..km.";"DPSBAR..m.km.";"FARL";"FPDBAR..m.";"FPEXT";"FPLOC..m.";"IH.DTM.area..kmÂ².";"IH.DTM.height..m.";"LDP..km.";"PROPWET";"SPRHOST....";"URBCON1990";"URBCON2000";"URBEXT1990";"URBEXT2000";"URBLOC1990";"URBLOC2000";"N_couple";"Distance"
"39001";"9900";"4.7";"76";"65";"800";"7.6";"22";"40";"160";"0.63";"310";"1883";;"3.4";"100";"180";"330";"710";"720";"110";"110";"0.08";"0.65";;;"140";"42";"0.94";"1.4";"0.15";"0.97";"9900";"3.5";"270";"0.3";"27";"0.68";"0.84";"0.043";"0.066";"0.73";"0.68";"79072";"182.843114"
"55002";"1900";"46";"43";"48";"690";"6.4";"16";"27";"120";"0.46";"390";"1908";;"51";"300";"470";"750";"1200";"1300";"300";"130";"0.08";"0.47";;;"96";"130";"0.97";"1.6";"0.069";"0.69";"1900";"56";"160";"0.5";"40";;;"0.002";"0.0029";;;"79072";"182.843114"
"39002";"3400";"46";"20";"29";"350";"3.3";"8.9";"17";"69";"0.64";"150";"1938";"2016";"43";"110";"200";"330";"690";"720";"120";"130";"0.15";"0.65";;;"81";"37";"0.95";"1.6";"0.18";"0.88";"3500";"43";"140";"0.31";"27";"0.68";"0.81";"0.026";"0.03";"0.9";"0.87";"79232";"18.6286087"
"39006";"360";"63";"26";"3.4";"31";"0.75";"1.6";"2.6";"6.7";"0.86";"11";"1950";;"64";"180";"250";"320";"740";"770";"180";"140";"0.21";"0.79";;;"44";"61";"0.95";"0.65";"0.075";"0.59";"360";"64";"71";"0.33";"17";"0.6";"0.79";"0.015";"0.015";"0.67";"0.57";"79232";"18.6286087"
"39002";"3400";"46";"20";"29";"350";"3.3";"8.9";"17";"69";"0.64";"150";"1938";"2016";"43";"110";"200";"330";"690";"720";"120";"130";"0.15";"0.65";;;"81";"37";"0.95";"1.6";"0.18";"0.88";"3500";"43";"140";"0.31";"27";"0.68";"0.81";"0.026";"0.03";"0.9";"0.87";"79234";"19.52035854"
"39008";"1600";"60";"54";"14";"100";"1.1";"4.2";"8.9";"33";"0.67";"75";"1951";"2016";"60";"120";"220";"330";"730";"760";"140";"130";"0.18";"0.69";;;"58";"39";"0.95";"1.9";"0.19";"0.83";"1600";"60";"97";"0.32";"24";"0.67";"0.82";"0.024";"0.027";"0.97";"0.99";"79234";"19.52035854"
"39002";"3400";"46";"20";"29";"350";"3.3";"8.9";"17";"69";"0.64";"150";"1938";"2016";"43";"110";"200";"330";"690";"720";"120";"130";"0.15";"0.65";;;"81";"37";"0.95";"1.6";"0.18";"0.88";"3500";"43";"140";"0.31";"27";"0.68";"0.81";"0.026";"0.03";"0.9";"0.87";"79235";"48.85664358"
"39010";"740";"34";"8";"4.1";"22";"1.8";"2.9";"3.7";"6.6";"0.87";"10";"1952";;"33";"120";"170";"270";"700";"710";"120";"120";"0.16";"0.63";;;"36";"43";"0.9";"0.56";"0.077";"0.92";"730";"33";"67";"0.29";"32";"0.69";"0.87";"0.076";"0.12";"0.92";"0.9";"79235";"48.85664358"
"39002";"3400";"46";"20";"29";"350";"3.3";"8.9";"17";"69";"0.64";"150";"1938";"2016";"43";"110";"200";"330";"690";"720";"120";"130";"0.15";"0.65";;;"81";"37";"0.95";"1.6";"0.18";"0.88";"3500";"43";"140";"0.31";"27";"0.68";"0.81";"0.026";"0.03";"0.9";"0.87";"79241";"46.4922924"
"39020";"110";"100";"7";"1.4";"7.3";"0.4";"0.68";"1.1";"2.7";"0.93";"3.6";"1963";;"99";"190";"260";"330";"820";"820";"200";"150";"0.18";"0.86";;;"20";"77";"0.97";"0.26";"0.029";"0.8";"110";"99";"36";"0.33";"12";"0.4";"0.5";"0.01";"0.0065";"1";"0.96";"79241";"46.4922924"
"39002";"3400";"46";"20";"29";"350";"3.3";"8.9";"17";"69";"0.64";"150";"1938";"2016";"43";"110";"200";"330";"690";"720";"120";"130";"0.15";"0.65";;;"81";"37";"0.95";"1.6";"0.18";"0.88";"3500";"43";"140";"0.31";"27";"0.68";"0.81";"0.026";"0.03";"0.9";"0.87";"79259";"36.21830315"
"39052";"50";"46";"3";"0.4";"9.5";"0.07";"0.14";"0.24";"0.86";"0.46";"7.9";"1957";;"44";"72";"92";"130";"680";"690";"75";"340";"0.18";"0.35";;;"7.5";"25";"0.94";"0.77";"0.13";"1.1";"50";"44";"14";"0.29";"42";"0.7";"0.89";"0.12";"0.24";"0.86";"0.87";"79259";"36.21830315"
"39002";"3400";"46";"20";"29";"350";"3.3";"8.9";"17";"69";"0.64";"150";"1938";"2016";"43";"110";"200";"330";"690";"720";"120";"130";"0.15";"0.65";;;"81";"37";"0.95";"1.6";"0.18";"0.88";"3500";"43";"140";"0.31";"27";"0.68";"0.81";"0.026";"0.03";"0.9";"0.87";"79260";"86.41453486"
"39053";"90";"52";"19";"1.6";"48";"0.28";"0.6";"0.85";"3.1";"0.45";"27";"1961";;"52";"81";"130";"170";"810";"830";"88";"10";"0.3";"0.46";;;"10";"34";"0.95";"1.5";"0.2";"0.7";"92";"52";"18";"0.36";"40";"0.73";"0.89";"0.091";"0.19";"0.92";"0.84";"79260";"86.41453486"
"39002";"3400";"46";"20";"29";"350";"3.3";"8.9";"17";"69";"0.64";"150";"1938";"2016";"43";"110";"200";"330";"690";"720";"120";"130";"0.15";"0.65";;;"81";"37";"0.95";"1.6";"0.18";"0.88";"3500";"43";"140";"0.31";"27";"0.68";"0.81";"0.026";"0.03";"0.9";"0.87";"79267";"121.0194093"
"40003";"1300";"7";"74";"11";"330";"1.5";"2.9";"4.4";"25";"0.41";"130";"1956";;"6.8";"68";"130";"270";"740";"760";"73";"80";"0.05";"0.44";;;"36";"54";"0.95";"1.1";"0.13";"0.8";"1300";"6.9";"67";"0.35";"41";"0.61";"0.8";"0.019";"0.034";"0.96";"1";"79267";"121.0194093"
"39002";"3400";"46";"20";"29";"350";"3.3";"8.9";"17";"69";"0.64";"150";"1938";"2016";"43";"110";"200";"330";"690";"720";"120";"130";"0.15";"0.65";;;"81";"37";"0.95";"1.6";"0.18";"0.88";"3500";"43";"140";"0.31";"27";"0.68";"0.81";"0.026";"0.03";"0.9";"0.87";"79269";"127.542268"
"40005";"280";"12";"3";"2.1";"76";"0.06";"0.19";"0.41";"5.3";"0.23";"42";"1958";"2001";"13";"39";"81";"160";"690";"690";"45";"280";"0.03";"0.35";;;"20";"27";"0.99";"1.2";"0.18";"0.89";"280";"13";"37";"0.34";"45";"0.53";"0.72";"0.0062";"0.015";"0.89";"0.99";"79269";"127.542268"
"39002";"3400";"46";"20";"29";"350";"3.3";"8.9";"17";"69";"0.64";"150";"1938";"2016";"43";"110";"200";"330";"690";"720";"120";"130";"0.15";"0.65";;;"81";"37";"0.95";"1.6";"0.18";"0.88";"3500";"43";"140";"0.31";"27";"0.68";"0.81";"0.026";"0.03";"0.9";"0.87";"79270";"115.0626928"
"40006";"50";"24";"2";"0.33";"8.8";"0.071";"0.17";"0.23";"0.59";"0.6";;;;"23";"97";"160";"230";"720";"730";"98";"150";"0.2";"0.63";;;"8.6";"65";"0.96";"0.33";"0.04";"0.76";"49";"23";"17";"0.36";"29";"0.55";"0.77";"0.023";"0.036";"1.1";"1.2";"79270";"115.0626928"
"39002";"3400";"46";"20";"29";"350";"3.3";"8.9";"17";"69";"0.64";"150";"1938";"2016";"43";"110";"200";"330";"690";"720";"120";"130";"0.15";"0.65";;;"81";"37";"0.95";"1.6";"0.18";"0.88";"3500";"43";"140";"0.31";"27";"0.68";"0.81";"0.026";"0.03";"0.9";"0.87";"79307";"178.06203"
"45003";"230";"44";"24";"3.8";"84";"1";"1.6";"2.3";"8";"0.54";"71";"1962";;"45";"140";"250";"290";"970";"1000";"150";"230";"0.06";"0.58";;;"16";"70";"0.99";"0.57";"0.065";"0.63";"230";"45";"31";"0.4";"32";;"0.7";"0.0038";"0.014";;"0.65";"79307";"178.06203"
"39002";"3400";"46";"20";"29";"350";"3.3";"8.9";"17";"69";"0.64";"150";"1938";"2016";"43";"110";"200";"330";"690";"720";"120";"130";"0.15";"0.65";;;"81";"37";"0.95";"1.6";"0.18";"0.88";"3500";"43";"140";"0.31";"27";"0.68";"0.81";"0.026";"0.03";"0.9";"0.87";"79337";"152.645473"
"52005";"200";"17";"53";"3";"48";"0.59";"1.1";"1.8";"6.7";"0.6";"45";"1961";;"18";"120";"280";"570";"960";"990";"140";"69";"0.17";"0.56";;;"18";"97";"0.98";"0.52";"0.054";"0.54";"200";"18";"41";"0.36";"33";"0.83";"0.76";"0.0068";"0.016";"0.65";"0.65";"79337";"152.645473"
"39002";"3400";"46";"20";"29";"350";"3.3";"8.9";"17";"69";"0.64";"150";"1938";"2016";"43";"110";"200";"330";"690";"720";"120";"130";"0.15";"0.65";;;"81";"37";"0.95";"1.6";"0.18";"0.88";"3500";"43";"140";"0.31";"27";"0.68";"0.81";"0.026";"0.03";"0.9";"0.87";"79356";"72.87972576"
"54002";"2200";"20";"58";"16";"410";"3";"6.1";"8.6";"35";"0.52";"180";"1848";;"21";"96";"150";"320";"650";"670";"99";"290";"0.03";"0.4";;;"65";"38";"0.97";"1";"0.11";"0.94";"2200";"23";"130";"0.29";"43";"0.74";"0.85";"0.042";"0.049";"1";"1.1";"79356";"72.87972576"
"39002";"3400";"46";"20";"29";"350";"3.3";"8.9";"17";"69";"0.64";"150";"1938";"2016";"43";"110";"200";"330";"690";"720";"120";"130";"0.15";"0.65";;;"81";"37";"0.95";"1.6";"0.18";"0.88";"3500";"43";"140";"0.31";"27";"0.68";"0.81";"0.026";"0.03";"0.9";"0.87";"79362";"122.6833323"
"54008";"1100";"48";"5";"15";"250";"1.6";"4.5";"8.3";"35";"0.56";"140";"1956";;"48";"210";"380";"540";"840";"880";"230";"140";"0.12";"0.61";;;"45";"120";"0.99";"0.66";"0.064";"0.85";"1100";"49";"83";"0.36";"29";"0.52";"0.71";"0.0064";"0.006";"0.74";"0.73";"79362";"122.6833323"
"39003";"180";"10";"7";"1.9";"12";"0.76";"1.4";"1.7";"2.8";"0.87";"13";"1962";;"12";"140";"190";"270";"720";"730";"110";"330";"0.31";"0.76";;;"17";"58";"0.98";;"0.077";;"180";;"32";"0.31";"20";"0.25";"0.89";"0.25";"0.36";"0.62";"0.68";"79552";"5.922942534"
"39004";"120";"33";"6";"0.19";"2.1";"0.023";"0.1";"0.16";"0.35";"0.79";"4.9";"1936";"2013";"32";"150";"200";"270";"760";"770";"150";"350";"0.28";"0.85";;;"14";"75";"0.99";"0.2";"0.032";"0.77";"120";"32";"24";"0.33";"17";"0.69";"0.84";"0.14";"0.23";"0.63";"0.73";"79552";"5.922942534"
"39004";"120";"33";"6";"0.19";"2.1";"0.023";"0.1";"0.16";"0.35";"0.79";"4.9";"1936";"2013";"32";"150";"200";"270";"760";"770";"150";"350";"0.28";"0.85";;;"14";"75";"0.99";"0.2";"0.032";"0.77";"120";"32";"24";"0.33";"17";"0.69";"0.84";"0.14";"0.23";"0.63";"0.73";"79817";"397.1618475"
"49002";"48";"7";"11";"0.99";"8.6";"0.23";"0.43";"0.69";"2.2";"0.83";"4.6";"1957";;"6.6";"77";"130";"210";"1100";"1100";"80";"270";"0.19";"0.64";;;"7.8";"61";"0.98";"0.26";"0.027";"0.74";"49";"6.7";"16";"0.44";"26";"0.44";"0.67";"0.014";"0.0079";"0.96";"1";"79817";"397.1618475"
"39004";"120";"33";"6";"0.19";"2.1";"0.023";"0.1";"0.16";"0.35";"0.79";"4.9";"1936";"2013";"32";"150";"200";"270";"760";"770";"150";"350";"0.28";"0.85";;;"14";"75";"0.99";"0.2";"0.032";"0.77";"120";"32";"24";"0.33";"17";"0.69";"0.84";"0.14";"0.23";"0.63";"0.73";"79841";"184.1663904"
"54006";"320";"30";"3";"2.8";"42";"1.2";"1.8";"2.3";"4.7";"0.7";"19";"1980";"2018";"30";"110";"170";"310";"690";"700";"110";"250";"0.08";"0.66";;;"24";"60";"0.98";"0.43";"0.054";"1";"320";"30";"47";"0.3";"27";"0.83";"0.91";"0.17";"0.23";"1.2";"1.2";"79841";"184.1663904"
"39006";"360";"63";"26";"3.4";"31";"0.75";"1.6";"2.6";"6.7";"0.86";"11";"1950";;"64";"180";"250";"320";"740";"770";"180";"140";"0.21";"0.79";;;"44";"61";"0.95";"0.65";"0.075";"0.59";"360";"64";"71";"0.33";"17";"0.6";"0.79";"0.015";"0.015";"0.67";"0.57";"80013";"8.097045325"
"39008";"1600";"60";"54";"14";"100";"1.1";"4.2";"8.9";"33";"0.67";"75";"1951";"2016";"60";"120";"220";"330";"730";"760";"140";"130";"0.18";"0.69";;;"58";"39";"0.95";"1.9";"0.19";"0.83";"1600";"60";"97";"0.32";"24";"0.67";"0.82";"0.024";"0.027";"0.97";"0.99";"80013";"8.097045325"
"39006";"360";"63";"26";"3.4";"31";"0.75";"1.6";"2.6";"6.7";"0.86";"11";"1950";;"64";"180";"250";"320";"740";"770";"180";"140";"0.21";"0.79";;;"44";"61";"0.95";"0.65";"0.075";"0.59";"360";"64";"71";"0.33";"17";"0.6";"0.79";"0.015";"0.015";"0.67";"0.57";"80020";"28.38084125"
"39020";"110";"100";"7";"1.4";"7.3";"0.4";"0.68";"1.1";"2.7";"0.93";"3.6";"1963";;"99";"190";"260";"330";"820";"820";"200";"150";"0.18";"0.86";;;"20";"77";"0.97";"0.26";"0.029";"0.8";"110";"99";"36";"0.33";"12";"0.4";"0.5";"0.01";"0.0065";"1";"0.96";"80020";"28.38084125"
"39006";"360";"63";"26";"3.4";"31";"0.75";"1.6";"2.6";"6.7";"0.86";"11";"1950";;"64";"180";"250";"320";"740";"770";"180";"140";"0.21";"0.79";;;"44";"61";"0.95";"0.65";"0.075";"0.59";"360";"64";"71";"0.33";"17";"0.6";"0.79";"0.015";"0.015";"0.67";"0.57";"80119";"62.58187009"
"53001";"670";"30";"23";"6.7";"170";"0.99";"2.5";"4";"15";"0.54";;;;"33";"100";"150";"260";"760";"800";"100";"120";"0.11";"0.55";;;"39";"34";"0.99";"0.85";"0.12";"0.9";"670";"33";"69";"0.34";"33";"0.66";"0.81";"0.018";"0.023";"0.75";"0.73";"80119";"62.58187009"
"39006";"360";"63";"26";"3.4";"31";"0.75";"1.6";"2.6";"6.7";"0.86";"11";"1950";;"64";"180";"250";"320";"740";"770";"180";"140";"0.21";"0.79";;;"44";"61";"0.95";"0.65";"0.075";"0.59";"360";"64";"71";"0.33";"17";"0.6";"0.79";"0.015";"0.015";"0.67";"0.57";"80129";"49.77138325"
"53020";"28";"66";"6";"0.28";"13";"0.019";"0.048";"0.13";"0.68";"0.48";;;;"65";"100";"120";"130";"790";"800";"100";"63";"0.31";"0.58";;;"7.5";"25";"1";"0.71";"0.12";"1";"25";"65";"16";"0.34";"31";"0.54";"0.63";"0.0077";"0.0085";"0.87";"0.85";"80129";"49.77138325"
"39006";"360";"63";"26";"3.4";"31";"0.75";"1.6";"2.6";"6.7";"0.86";"11";"1950";;"64";"180";"250";"320";"740";"770";"180";"140";"0.21";"0.79";;;"44";"61";"0.95";"0.65";"0.075";"0.59";"360";"64";"71";"0.33";"17";"0.6";"0.79";"0.015";"0.015";"0.67";"0.57";"80136";"104.4862429"
"54008";"1100";"48";"5";"15";"250";"1.6";"4.5";"8.3";"35";"0.56";"140";"1956";;"48";"210";"380";"540";"840";"880";"230";"140";"0.12";"0.61";;;"45";"120";"0.99";"0.66";"0.064";"0.85";"1100";"49";"83";"0.36";"29";"0.52";"0.71";"0.0064";"0.006";"0.74";"0.73";"80136";"104.4862429"
"39006";"360";"63";"26";"3.4";"31";"0.75";"1.6";"2.6";"6.7";"0.86";"11";"1950";;"64";"180";"250";"320";"740";"770";"180";"140";"0.21";"0.79";;;"44";"61";"0.95";"0.65";"0.075";"0.59";"360";"64";"71";"0.33";"17";"0.6";"0.79";"0.015";"0.015";"0.67";"0.57";"80205";"174.986666"
"67005";"110";"64";"17";"3.1";"48";"0.43";"1.1";"1.9";"7.1";"0.54";"29";"1952";;"64";"390";"540";"790";"1200";"1300";"390";"99";"0.18";"0.46";;;"18";"190";"1";"0.34";"0.023";"0.79";"110";"65";"30";"0.51";"41";;;"0.0014";"0.0013";;;"80205";"174.986666"
"39007";"350";"42";"7";"3.2";"39";"1.1";"1.7";"2.3";"5.9";"0.67";"22";"1952";;"43";"80";"130";"220";"710";"710";"88";"350";"0.19";"0.63";;;"20";"32";"0.89";"0.9";"0.13";"0.9";"360";"43";"36";"0.32";"27";"0.68";"0.87";"0.066";"0.13";"1.1";"1.1";"80319";"26.29152672"
"39019";"230";"76";"32";"1.8";"9.5";"0.77";"1.1";"1.5";"3";"0.97";"3.5";"1962";;"72";"170";"210";"260";"740";"740";"160";"130";"0.22";"0.84";;;"20";"59";"0.98";"0.23";"0.034";"0.88";"240";"73";"35";"0.32";"16";"0.49";"0.67";"0.005";"0.0051";"0.65";"0.54";"80319";"26.29152672"
"39007";"350";"42";"7";"3.2";"39";"1.1";"1.7";"2.3";"5.9";"0.67";"22";"1952";;"43";"80";"130";"220";"710";"710";"88";"350";"0.19";"0.63";;;"20";"32";"0.89";"0.9";"0.13";"0.9";"360";"43";"36";"0.32";"27";"0.68";"0.87";"0.066";"0.13";"1.1";"1.1";"80321";"1.181311128"
"39022";"160";"42";"8";"2.3";"27";"0.98";"1.4";"1.7";"3.9";"0.77";"17";"1965";;"43";"86";"140";"230";"740";"760";"94";"32";"0.28";"0.59";;;"20";"33";"0.95";"0.7";"0.1";"0.81";"180";"43";"32";"0.33";"26";"0.61";"0.83";"0.045";"0.087";"1.2";"1.2";"80321";"1.181311128"
"39007";"350";"42";"7";"3.2";"39";"1.1";"1.7";"2.3";"5.9";"0.67";"22";"1952";;"43";"80";"130";"220";"710";"710";"88";"350";"0.19";"0.63";;;"20";"32";"0.89";"0.9";"0.13";"0.9";"360";"43";"36";"0.32";"27";"0.68";"0.87";"0.066";"0.13";"1.1";"1.1";"80335";"13.86655781"
"39052";"50";"46";"3";"0.4";"9.5";"0.07";"0.14";"0.24";"0.86";"0.46";"7.9";"1957";;"44";"72";"92";"130";"680";"690";"75";"340";"0.18";"0.35";;;"7.5";"25";"0.94";"0.77";"0.13";"1.1";"50";"44";"14";"0.29";"42";"0.7";"0.89";"0.12";"0.24";"0.86";"0.87";"80335";"13.86655781"
"39007";"350";"42";"7";"3.2";"39";"1.1";"1.7";"2.3";"5.9";"0.67";"22";"1952";;"43";"80";"130";"220";"710";"710";"88";"350";"0.19";"0.63";;;"20";"32";"0.89";"0.9";"0.13";"0.9";"360";"43";"36";"0.32";"27";"0.68";"0.87";"0.066";"0.13";"1.1";"1.1";"80361";"51.32871038"
"42010";"360";"17";"38";"5.5";"22";"3";"4.1";"5";"8.3";"0.96";"9.2";"1958";;"14";"110";"170";"220";"830";"870";"110";"250";"0.11";"0.95";;;"29";"54";"0.95";;"0.051";;"340";;"51";"0.34";"6.1";"0.014";"0.77";"0.014";"0.029";"0.57";"0.65";"80361";"51.32871038"
"39007";"350";"42";"7";"3.2";"39";"1.1";"1.7";"2.3";"5.9";"0.67";"22";"1952";;"43";"80";"130";"220";"710";"710";"88";"350";"0.19";"0.63";;;"20";"32";"0.89";"0.9";"0.13";"0.9";"360";"43";"36";"0.32";"27";"0.68";"0.87";"0.066";"0.13";"1.1";"1.1";"80404";"157.6653956"
"52005";"200";"17";"53";"3";"48";"0.59";"1.1";"1.8";"6.7";"0.6";"45";"1961";;"18";"120";"280";"570";"960";"990";"140";"69";"0.17";"0.56";;;"18";"97";"0.98";"0.52";"0.054";"0.54";"200";"18";"41";"0.36";"33";"0.83";"0.76";"0.0068";"0.016";"0.65";"0.65";"80404";"157.6653956"
"39007";"350";"42";"7";"3.2";"39";"1.1";"1.7";"2.3";"5.9";"0.67";"22";"1952";;"43";"80";"130";"220";"710";"710";"88";"350";"0.19";"0.63";;;"20";"32";"0.89";"0.9";"0.13";"0.9";"360";"43";"36";"0.32";"27";"0.68";"0.87";"0.066";"0.13";"1.1";"1.1";"80430";"188.0943849"
"54016";"260";"48";"11";"1.9";"29";"0.41";"0.7";"1.2";"4.4";"0.62";"11";"1961";;"49";"89";"110";"210";"690";"710";"89";"120";"0.1";"0.61";;;"30";"22";"0.98";"1.4";"0.22";"1.1";"260";"49";"49";"0.34";"27";"0.52";"0.71";"0.01";"0.013";"0.87";"0.8";"80430";"188.0943849"
"39008";"1600";"60";"54";"14";"100";"1.1";"4.2";"8.9";"33";"0.67";"75";"1951";"2016";"60";"120";"220";"330";"730";"760";"140";"130";"0.18";"0.69";;;"58";"39";"0.95";"1.9";"0.19";"0.83";"1600";"60";"97";"0.32";"24";"0.67";"0.82";"0.024";"0.027";"0.97";"0.99";"80596";"32.45821103"
"39020";"110";"100";"7";"1.4";"7.3";"0.4";"0.68";"1.1";"2.7";"0.93";"3.6";"1963";;"99";"190";"260";"330";"820";"820";"200";"150";"0.18";"0.86";;;"20";"77";"0.97";"0.26";"0.029";"0.8";"110";"99";"36";"0.33";"12";"0.4";"0.5";"0.01";"0.0065";"1";"0.96";"80596";"32.45821103"
"39008";"1600";"60";"54";"14";"100";"1.1";"4.2";"8.9";"33";"0.67";"75";"1951";"2016";"60";"120";"220";"330";"730";"760";"140";"130";"0.18";"0.69";;;"58";"39";"0.95";"1.9";"0.19";"0.83";"1600";"60";"97";"0.32";"24";"0.67";"0.82";"0.024";"0.027";"0.97";"0.99";"80650";"73.47850817"
"43005";"320";"67";"6";"3.5";"25";"1.1";"1.9";"2.7";"6.8";"0.91";"11";"1965";;"66";"130";"180";"290";"740";"770";"140";"180";"0.16";"0.9";;;"27";"51";"1";"0.43";"0.071";"1.1";"330";"66";"48";"0.34";"11";"0.54";"0.76";"0.015";"0.013";"0.94";"0.79";"80650";"73.47850817"
"39008";"1600";"60";"54";"14";"100";"1.1";"4.2";"8.9";"33";"0.67";"75";"1951";"2016";"60";"120";"220";"330";"730";"760";"140";"130";"0.18";"0.69";;;"58";"39";"0.95";"1.9";"0.19";"0.83";"1600";"60";"97";"0.32";"24";"0.67";"0.82";"0.024";"0.027";"0.97";"0.99";"80685";"202.4954965"
"50001";"830";"14";"36";"18";"360";"1.3";"4.3";"8.8";"47";"0.43";"240";"1958";;"11";"170";"280";"810";"1200";"1200";"180";"220";"0.07";"0.47";;;"36";"100";"1";"0.53";"0.037";"0.89";"830";"15";"63";"0.48";"38";;;"7e-04";"0.0038";;;"80685";"202.4954965"
"39010";"740";"34";"8";"4.1";"22";"1.8";"2.9";"3.7";"6.6";"0.87";"10";"1952";;"33";"120";"170";"270";"700";"710";"120";"120";"0.16";"0.63";;;"36";"43";"0.9";"0.56";"0.077";"0.92";"730";"33";"67";"0.29";"32";"0.69";"0.87";"0.076";"0.12";"0.92";"0.9";"80901";"60.92921322"
"39019";"230";"76";"32";"1.8";"9.5";"0.77";"1.1";"1.5";"3";"0.97";"3.5";"1962";;"72";"170";"210";"260";"740";"740";"160";"130";"0.22";"0.84";;;"20";"59";"0.98";"0.23";"0.034";"0.88";"240";"73";"35";"0.32";"16";"0.49";"0.67";"0.005";"0.0051";"0.65";"0.54";"80901";"60.92921322"
"39010";"740";"34";"8";"4.1";"22";"1.8";"2.9";"3.7";"6.6";"0.87";"10";"1952";;"33";"120";"170";"270";"700";"710";"120";"120";"0.16";"0.63";;;"36";"43";"0.9";"0.56";"0.077";"0.92";"730";"33";"67";"0.29";"32";"0.69";"0.87";"0.076";"0.12";"0.92";"0.9";"80943";"85.80982138"
"42006";"73";"29";"6";"0.99";"7.7";"0.2";"0.43";"0.73";"2";"0.93";"2.9";"1958";;"30";"110";"170";"260";"900";"930";"110";"240";"0.16";"0.95";;;"13";"84";"0.98";"0.36";"0.049";"0.91";"76";"30";"25";"0.34";"5.5";;"0.57";"0.0032";"0.0088";;"0.85";"80943";"85.80982138"
"39012";"69";"6.1";"2";"1.1";"15";"0.56";"0.77";"0.9";"1.7";"0.74";"13";"1956";;"6.9";"55";"150";"190";"670";"680";"72";"340";"0.37";"0.6";;;"11";"32";"0.99";"0.61";"0.11";"0.69";"73";"7.1";"21";"0.3";"27";"0.78";"0.9";"0.21";"0.31";"0.76";"0.84";"81183";"32.94252087"
"39052";"50";"46";"3";"0.4";"9.5";"0.07";"0.14";"0.24";"0.86";"0.46";"7.9";"1957";;"44";"72";"92";"130";"680";"690";"75";"340";"0.18";"0.35";;;"7.5";"25";"0.94";"0.77";"0.13";"1.1";"50";"44";"14";"0.29";"42";"0.7";"0.89";"0.12";"0.24";"0.86";"0.87";"81183";"32.94252087"
"39012";"69";"6.1";"2";"1.1";"15";"0.56";"0.77";"0.9";"1.7";"0.74";"13";"1956";;"6.9";"55";"150";"190";"670";"680";"72";"340";"0.37";"0.6";;;"11";"32";"0.99";"0.61";"0.11";"0.69";"73";"7.1";"21";"0.3";"27";"0.78";"0.9";"0.21";"0.31";"0.76";"0.84";"81237";"202.4691584"
"52005";"200";"17";"53";"3";"48";"0.59";"1.1";"1.8";"6.7";"0.6";"45";"1961";;"18";"120";"280";"570";"960";"990";"140";"69";"0.17";"0.56";;;"18";"97";"0.98";"0.52";"0.054";"0.54";"200";"18";"41";"0.36";"33";"0.83";"0.76";"0.0068";"0.016";"0.65";"0.65";"81237";"202.4691584"
"39012";"69";"6.1";"2";"1.1";"15";"0.56";"0.77";"0.9";"1.7";"0.74";"13";"1956";;"6.9";"55";"150";"190";"670";"680";"72";"340";"0.37";"0.6";;;"11";"32";"0.99";"0.61";"0.11";"0.69";"73";"7.1";"21";"0.3";"27";"0.78";"0.9";"0.21";"0.31";"0.76";"0.84";"81260";"214.2572528"
"54012";"850";"45";"8";"6.8";"56";"2.3";"3.6";"4.9";"13";"0.7";"36";"1959";;"46";"89";"130";"390";"690";"720";"93";"240";"0.04";"0.62";;;"30";"28";"0.97";"1.2";"0.16";"0.98";"850";"47";"54";"0.34";"29";"0.62";"0.8";"0.02";"0.029";"0.77";"0.74";"81260";"214.2572528"
"39015";"45";"72";"6";"0.39";"2";"0.17";"0.27";"0.33";"0.63";"0.94";"1.3";"1972";;"73";"130";"180";"220";"780";"800";"130";"9";"0.31";"0.91";;;"7.4";"47";"1";"0.26";"0.045";"0.65";"47";"74";"13";"0.35";"8.4";"0.48";"0.73";"0.011";"0.04";"0.58";"0.65";"81406";"54.47874614"
"39053";"90";"52";"19";"1.6";"48";"0.28";"0.6";"0.85";"3.1";"0.45";"27";"1961";;"52";"81";"130";"170";"810";"830";"88";"10";"0.3";"0.46";;;"10";"34";"0.95";"1.5";"0.2";"0.7";"92";"52";"18";"0.36";"40";"0.73";"0.89";"0.091";"0.19";"0.92";"0.84";"81406";"54.47874614"
"39016";"1000";"43";"34";"9.8";"49";"3.8";"5.8";"8";"18";"0.88";"37";"1961";;"45";"150";"210";"300";"760";"770";"150";"99";"0.13";"0.77";;;"47";"55";"0.96";"0.65";"0.078";"0.81";"1000";"45";"91";"0.31";"19";"0.61";"0.77";"0.014";"0.017";"0.81";"0.67";"81671";"8.987987833"
